HD,Teff,Teff_err,Rstar,Rstar_err,angdia,angdia_err,plx,plx_err
TIC275494550,5612,100.22,0.92,0.12,0.0032,0.0005,0.374134,0.0383962
TIC275494853,5642,74.24,0.98,0.12,0.0164,0.002,1.79493,0.0194236
TIC275496016,6564,153.47,1.57,0.2,0.0064,0.0009,0.438967,0.0312565
TIC275568400,6248,250,1.09,0.5,0.0067,0.0031,0.665683,0.0362184
TIC275569511,5664,89.83,0.95,0.15,0.0102,0.0016,1.1589,0.0281317
TIC275569784,5569,157.93,0.9,0.1,0.0109,0.0012,1.29964,0.0283436
TIC275573295,5817,93.12,1.05,0.13,0.0148,0.0018,1.5105,0.0150719
TIC275573429,5638,168,0.93,0.18,0.0116,0.0022,1.33989,0.0142322
TIC275573748,6112,55.03,1.65,0.06,0.0236,0.0009,1.53774,0.0244262
TIC275575346,5735,112.36,0.96,0.16,0.0062,0.0011,0.693543,0.0300381
TIC275575525,6435,200,1.11,0.52,0.0122,0.0057,1.181,0.0153871
TIC27639443,5792,96.05,1.02,0.22,0.0115,0.0025,1.2171,0.016633
TIC27642556,5851,83.2,1.04,0.23,0.0091,0.002,0.941726,0.0218038
TIC27644083,5927,77.35,1.05,0.08,0.0255,0.0028,2.6069041,0.2026705
TIC27645404,4990,61.28,0.76,0.02,0.0326,0.0009,4.60485,0.0243255
TIC27649203,4877,55.23,0.75,0.03,0.009,0.0004,1.28463,0.0368331
TIC27649489,5855,104,1.37,0.24,0.015,0.0026,1.17616,0.0177317
TIC27686898,5847,200,0.97,0.46,0.0064,0.0031,0.712777,0.0254935
TIC27687265,4948,79,0.82,0.03,0.0088,0.0004,1.1502,0.0322916
TIC277634430,3201,100,0.24,0.01,0.0882,0.0037,39.53,0.0399344
TIC27766596,5403,97.13,0.84,0.07,0.0083,0.0007,1.05616,0.0288557
TIC27766705,5261,99.17,0.8,0.05,0.0075,0.0006,1.01226,0.043637
TIC27767452,5333,200,0.75,0.37,0.0112,0.0056,1.61267,0.0212397
TIC27769688,5565,62,1.06,0.39,0.0438,0.0161,4.44064,0.0356279
TIC27771842,6092,181,0.94,0.29,0.008,0.0025,0.914247,0.0212984
TIC27772524,6043,200,1.01,0.47,0.0054,0.0025,0.579846,0.0278147
TIC27774043,5830,106.99,1.03,0.24,0.008,0.0019,0.830221,0.034131
TIC27776660,6067,71.81,1.07,0.06,0.018,0.001,1.81152,0.0146455
TIC27776674,3701,39.31,0.49,0.02,0.0153,0.0006,3.3591,0.0319614
TIC27777414,6402,200,1.13,0.58,0.0096,0.0049,0.916013,0.0213142
TIC277833995,3855,65,0.58,0.02,0.0693,0.0024,12.8433,0.0533076
TIC277869696,4141,96,0.6,0.01,0.0451,0.0008,8.07382,0.0205118
TIC27843776,5360,200,0.76,0.21,0.0081,0.0022,1.1393,0.0255862
TIC27843860,6163,97.06,1.27,0.53,0.0097,0.004,0.817409,0.0233616
TIC27845000,5923,147.56,1.02,0.18,0.0082,0.0015,0.860293,0.0304217
TIC27847148,5884,73.37,0.98,0.03,0.0157,0.0006,1.72438,0.0346572
TIC27847814,5956,70.4,1.16,0.4,0.0075,0.0026,0.694369,0.0138085
TIC278892590,2566,26,0.12,0,0.0898,0.0001,80.4512426,0.1210767
TIC27911400,5051,111,0.71,0.05,0.0149,0.0011,2.25527,0.0186327
TIC27912377,6161,166,0.86,0.24,0.0046,0.0013,0.575041,0.046229
TIC27912642,6051,144.84,1.15,0.31,0.0078,0.0021,0.731062,0.0215686
TIC27913639,4754,80.38,0.72,0.03,0.0185,0.0008,2.76045,0.0179038
TIC27913951,5644,152,0.81,0.18,0.0059,0.0013,0.783621,0.0302284
TIC27914290,6058,104.5,1.18,0.31,0.0108,0.0028,0.985108,0.0157412
TIC27914389,6014,75.23,1.1,0.08,0.0094,0.0007,0.916171,0.0132303
TIC27914560,6209,200,1.05,0.47,0.005,0.0022,0.510384,0.0286187
TIC279741379,4640,100,0.7,0.03,0.3987,0.0171,61.2455,0.0263568
TIC27987264,4871,63.64,0.72,0.03,0.0212,0.0009,3.16548,0.0228662
TIC27988327,5854,61,1.45,0.01,0.0253,0.0003,1.87249,0.0202185
TIC27988995,4913,93.83,0.74,0.03,0.011,0.0005,1.60366,0.0312759
TIC27990682,4839,102.94,0.72,0.04,0.0122,0.0007,1.8174,0.0220571
TIC279913214,5566,77.45,0.91,0.12,0.0074,0.001,0.869576,0.0382421
TIC279913347,5078,47.05,0.74,0.02,0.0136,0.0004,1.98294,0.0188762
TIC279915288,4919,49.81,0.74,0.03,0.0099,0.0005,1.44425,0.0298107
TIC279915521,5203,61.17,0.8,0.05,0.0086,0.0006,1.15515,0.0296304
TIC279915745,6184,250,1.07,0.48,0.0067,0.003,0.669477,0.0229081
TIC279917005,5499,66.43,0.86,0.09,0.0063,0.0011,0.7876461,0.1175198
TIC279917282,5698,66.72,0.96,0.17,0.0077,0.0014,0.867838,0.0190069
TIC279917678,5381,59.2,0.84,0.08,0.0135,0.0013,1.73383,0.0346284
TIC279917996,5902,68.85,1.07,0.28,0.0079,0.0021,0.794899,0.0197353
TIC27992970,6113,66.08,1.32,0.24,0.031,0.0056,2.52462,0.0208355
TIC280437559,4435,80,0.67,0.02,0.0805,0.0024,12.9155,0.0541005
TIC28084836,4392,55.21,0.61,0.02,0.0144,0.0005,2.5384,0.0249399
TIC28089143,5736,100,1.43,0.24,0.02,0.0034,1.50292,0.0445393
TIC28089606,6100,85.43,1.16,0.05,0.0064,0.0003,0.589092,0.0191506
TIC28159518,4710,100,0.69,0.04,0.0339,0.002,5.2896,0.0240574
TIC281748980,3157,7,0.3,0,0.0256,0.0002,9.16867,0.0878422
TIC281885301,5322,100,0.82,0.03,0.0261,0.0011,3.42298,0.0658381
TIC281886199,4742,60,0.66,0.03,0.0182,0.0009,2.95691,0.0369571
TIC28227113,5534,61,0.87,0.01,0.0517,0.0006,6.38331,0.0287981
TIC28229515,5812,119.73,1.02,0.24,0.0076,0.0018,0.803145,0.0200529
TIC28230011,5616,92.62,0.93,0.13,0.0128,0.0018,1.48405,0.0156183
TIC28230581,6231,90.24,1.59,0.4,0.0303,0.0076,2.04577,0.0188784
TIC28231454,5148,106.09,0.79,0.04,0.0129,0.0007,1.76087,0.0199757
TIC28234022,6184,53.72,1.36,0.1,0.0079,0.0006,0.624761,0.0161744
TIC28234096,5524,91.48,0.89,0.11,0.0177,0.0023,2.13772,0.0703921
TIC28357724,5536,50,0.95,0,0.0211,0.0002,2.38983,0.0174265
TIC28361088,3768,40.66,0.53,0.02,0.0376,0.0014,7.62554,0.0288227
TIC28361491,6113,132.9,1.21,0.47,0.0097,0.0038,0.865098,0.029416
TIC28364164,5848,168,1.36,0.32,0.0153,0.0036,1.2067,0.0169793
TIC283722336,4699,16,0.78,0.01,1.1106,0.0143,153.081,0.0895024
TIC284441182,3709,11,0.47,0,0.084,0.0001,19.2202,0.0273979
TIC28448711,5997,75.84,1.3,0.24,0.0255,0.0047,2.11098,0.0219826
TIC28448998,5727,100,1.54,0.16,0.0133,0.0018,0.9264447,0.0757201
TIC28450124,6028,134.42,1.14,0.26,0.01,0.0023,0.947726,0.0296932
TIC287080092,5996,110,1.2,0.06,0.0982,0.0049,8.7945,0.022553
TIC287256467,5659,48,0.98,0.06,0.1171,0.0072,12.8442,0.037016
TIC287333762,5010,50,0.71,0.02,0.0565,0.0016,8.5568,0.0314033
TIC288527728,5945,23,1.39,0.04,0.0235,0.0009,1.82143,0.0473764
TIC290005350,5839,103.48,1.04,0.29,0.0061,0.0017,0.629308,0.0224154
TIC290032428,4940,100,3.57,0.85,0.0372,0.0089,1.12166,0.0167585
TIC290034635,6046,77.17,1.09,0.08,0.0153,0.0011,1.50432,0.014667
TIC290035455,5580,131,0.86,0.17,0.0063,0.0014,0.789465,0.0695089
TIC290035649,5855,105,1.61,0.26,0.0274,0.0044,1.82727,0.0206507
TIC290348383,4819,94,0.77,0.03,0.3032,0.0118,42.3332,0.0318252
TIC291090078,4320,56,0.66,0.02,0.0489,0.0015,7.96463,0.0418381
TIC293375721,4877,58,0.77,0.01,0.0253,0.0004,3.53616,0.0298341
TIC293460551,4740,100,0.71,0.01,0.0179,0.0003,2.70677,0.0320776
TIC293496724,4726,142.64,0.73,0.05,0.0209,0.0015,3.07977,0.0360551
TIC293497191,4350,101.62,0.67,0.04,0.0215,0.0013,3.453708,0.0277362
TIC293954617,5037,14,0.79,0.02,0.1783,0.0045,24.2603,0.0242422
TIC296739893,3708,57,0.55,0.02,0.1548,0.0056,30.253,0.0531631
TIC297373047,3926,100,0.62,0.02,0.0756,0.0024,13.1035,0.0403454
TIC29781292,6120,50,1.45,0.04,0.0962,0.0027,7.13389,0.0217844
TIC298785034,4611,49.69,0.69,0.02,0.0145,0.0005,2.26281,0.0373191
TIC298834019,4725,74,0.69,0.02,0.0243,0.0007,3.78279,0.0160385
TIC298834402,5774,89.88,0.93,0.12,0.011,0.0014,1.27179,0.0171742
TIC298836607,4128,46.09,0.57,0.03,0.0121,0.0007,2.28848,0.0479578
TIC298837729,5329,200,0.78,0.28,0.0109,0.0039,1.50495,0.020501
TIC298892283,5477,62.89,0.88,0.09,0.0165,0.0017,2.0125,0.0157536
TIC298896336,6225,66,1.58,0.02,0.0583,0.0009,3.96961,0.0295422
TIC298897851,5908,75.02,1.21,0.19,0.0137,0.0022,1.21792,0.0163896
TIC298962633,5979,98.77,1.1,0.23,0.0048,0.001,0.468974,0.0203266
TIC298969755,4508,100,0.62,0.03,0.0195,0.001,3.3785,0.0262572
TIC299028577,5230,158,0.78,0.12,0.0105,0.0016,1.44209,0.0206074
TIC299029323,5754,83.64,1.13,0.14,0.0126,0.0016,1.19419,0.0146183
TIC299030528,6187,71.23,1.35,0.21,0.0189,0.003,1.50668,0.0204628
TIC299032517,5826,200,0.84,0.29,0.0061,0.0021,0.778936,0.0337871
TIC299033074,6761,124.82,1.71,0.64,0.0103,0.0039,0.645507,0.0159033
TIC299033092,5754,73.56,1.02,0.26,0.0076,0.0019,0.797882,0.0282415
TIC299033164,5837,92.9,1,0.15,0.0088,0.0013,0.949177,0.0245575
TIC299087968,5485,80.49,0.87,0.08,0.0103,0.001,1.27147,0.022588
TIC299089587,3805,61,0.5,0.03,0.017,0.001,3.66345,0.0307293
TIC299153388,5885,115.84,1.03,0.25,0.0139,0.0034,1.4459,0.0124053
TIC299154193,5494,75.28,0.89,0.1,0.0117,0.0013,1.41206,0.0249907
TIC299156496,5734,78.27,0.98,0.18,0.0092,0.0017,1.01149,0.0206749
TIC299158566,6088,200,1.01,0.46,0.007,0.0032,0.741042,0.0166241
TIC299159378,6150,62.57,1.56,0.37,0.0306,0.0073,2.11017,0.0256027
TIC299160628,5905,82.88,1.08,0.26,0.0072,0.0018,0.713438,0.0317712
TIC299217801,4315,42.14,0.61,0.02,0.0103,0.0004,1.82328,0.0352082
TIC299217895,5614,91.79,0.91,0.12,0.0067,0.0009,0.788915,0.0220456
TIC299217986,5021,63.8,0.76,0.03,0.0101,0.0004,1.42719,0.0232418
TIC299218299,5664,72.29,0.95,0.22,0.0092,0.0021,1.0358,0.0212667
TIC299218775,5923,80.65,1.14,0.18,0.014,0.0022,1.32332,0.0140089
TIC299218776,5787,200,0.84,0.42,0.0069,0.0035,0.888301,0.018778
TIC299219860,4908,52.54,0.75,0.03,0.015,0.0006,2.14959,0.0215944
TIC29960110,3476,51,0.51,0.02,0.1251,0.0049,26.3653,0.035657
TIC299799658,5328,56,0.84,0.09,0.0949,0.0102,12.1405,0.0239877
TIC300038935,8500,150,1.75,0.07,0.0593,0.0024,3.64491,0.0293343
TIC301289516,4236,12,0.58,0.03,0.1817,0.0094,33.6855,0.0611343
TIC301540319,5440,115,0.9,0.01,0.0398,0.0006,4.75461,0.0423038
TIC301603728,5054,82,0.76,0.03,0.02,0.0008,2.82984,0.0427569
TIC304142124,5212,16,0.87,0.04,0.2185,0.0101,27.0025,0.0498858
TIC305048087,3212,100,0.21,0.01,0.0512,0.0025,26.2368,0.155995
TIC306263608,5609,33,0.97,0.01,0.1333,0.0014,14.7755,0.0339844
TIC306996324,3709,70,0.54,0.02,0.1847,0.0068,36.7762,0.0430809
TIC307210830,3412,49,0.31,0.01,0.2714,0.0088,94.1385,0.0280547
TIC307733361,5945,110,1.24,0.05,0.0607,0.0026,5.26448,0.0678257
TIC307809773,3803,10,0.44,0,0.4089,0.0002,99.9164,0.0503102
TIC31374837,4850,75,0.73,0.02,0.2083,0.0057,30.6754,0.0291304
TIC317060587,6146,62,1.26,0.03,0.0899,0.0022,7.67517,0.032834
TIC318707987,5261,60,0.88,0.01,0.1728,0.002,21.1175,0.065682
TIC320004517,5788,44,0.99,0.04,0.1605,0.0065,17.434,0.0565783
TIC321669174,3800,100,0.53,0.08,0.0789,0.0119,16.0109,0.0212854
TIC323687123,3173,53,0.2,0.01,0.0852,0.0043,45.8044,0.0639886
TIC32425577,5620,42,0.84,0.01,0.0282,0.0004,3.60459,0.0380441
TIC325335564,4175,97,0.45,0.12,0.009,0.0024,2.15954,0.0475172
TIC328081248,3514,95,0.33,0.01,0.1103,0.0033,35.9264,0.0321363
TIC329148988,3491,58,0.46,0.01,0.1008,0.0022,23.551,0.0259528
TIC332022997,4841,39,0.69,0.01,0.0518,0.0008,8.07267,0.0462617
TIC332024125,5438,63,0.83,0.11,0.0231,0.0031,2.9939,0.051039
TIC333473672,5840,62,1.02,0.01,0.0609,0.0007,6.41693,0.0272067
TIC335322931,3851,83,0.55,0.02,0.0345,0.0013,6.73446,0.0449643
TIC336128819,3342,100,0.34,0.02,0.0947,0.0056,29.9445,0.0572815
TIC336266673,3748,112,0.52,0.04,0.0247,0.002,5.1035283,0.1231701
TIC33692729,5289,69,0.98,0.03,0.1334,0.0041,14.6357,0.0377218
TIC337632006,4057,37,0.58,0.01,0.0288,0.0005,5.34209,0.0390588
TIC344657681,5854,85,1.27,0.02,0.039,0.0008,3.29796,0.0453529
TIC346250894,5799,61,1.59,0.03,0.0948,0.0021,6.41091,0.0707752
TIC349095149,5592,50,1.03,0.02,0.0689,0.0014,7.19597,0.0200197
TIC349488688,6310,100,1.43,0.02,0.1229,0.0018,9.23914,0.0270521
TIC350153977,5626,61,1.03,0.03,0.0542,0.0016,5.66109,0.0204472
TIC35021200,5503,51,0.95,0.02,0.0445,0.001,5.0403,0.0520135
TIC350293646,5238,104.52,0.77,0.02,0.071,0.0019,9.91295,0.0477217
TIC35064295,5425,44,0.83,0.01,0.0449,0.0007,5.81967,0.0479583
TIC350737935,6155,120.88,1.22,0.45,0.008,0.003,0.709144,0.0249992
TIC350738817,5212,89.47,0.79,0.05,0.0143,0.0009,1.95276,0.01898
TIC350810559,6509,200,1.14,0.49,0.0068,0.0029,0.640547,0.0219468
TIC350810590,5979,60,1.63,0.04,0.0283,0.0008,1.86543,0.021493
TIC350810654,3753,32.38,0.49,0.03,0.0174,0.0011,3.82772,0.0370974
TIC350811132,6394,77,1.44,0.13,0.0216,0.002,1.61439,0.0249246
TIC350812580,4286,37.81,0.63,0.02,0.0187,0.0006,3.18486,0.0214582
TIC350813835,5352,60.59,0.82,0.06,0.0095,0.0007,1.24609,0.0269422
TIC350813882,5706,76.54,0.92,0.11,0.0037,0.0005,0.435728,0.0294816
TIC350814495,3757,74,0.58,0.02,0.0167,0.0006,3.0909,0.0352528
TIC350814607,4413,75,0.67,0.01,0.0213,0.0003,3.41557,0.0169791
TIC350987771,5853,19.54,1.13,0,0.0158,0.0001,1.50698,0.0136734
TIC351056774,4346,51.36,0.65,0.02,0.0218,0.0007,3.61071,0.0228964
TIC351060274,4781,88.04,0.7,0.04,0.0088,0.0005,1.34795,0.0320069
TIC351062058,5288,98.79,0.81,0.06,0.0107,0.0008,1.41546,0.0242541
TIC351063265,4347,200,0.49,0.05,0.0077,0.0008,1.69598,0.0361029
TIC351070059,5191,155,0.76,0.11,0.0057,0.0009,0.813187,0.0374787
TIC351072172,6014,114.4,1.14,0.36,0.0084,0.0027,0.79341,0.0188216
TIC351188824,5803,75.93,1.04,0.21,0.0064,0.0013,0.658354,0.0382884
TIC351189211,5841,182,0.93,0.26,0.0058,0.0016,0.673508,0.0280177
TIC351190880,5471,75.31,0.89,0.11,0.0128,0.0016,1.55144,0.0187924
TIC351191396,6404,173,1.14,0.33,0.0068,0.002,0.640606,0.0203648
TIC351192037,6123,74.81,1.27,0.18,0.0169,0.0024,1.42973,0.0124949
TIC351766517,5753,74.56,0.98,0.2,0.0065,0.0013,0.709606,0.0240012
TIC351799800,5903,158,0.96,0.28,0.0061,0.0018,0.683384,0.0265398
TIC351801933,5160,61.57,0.79,0.02,0.0175,0.0005,2.38178,0.0139461
TIC351803452,5582,53.72,0.9,0.03,0.0143,0.0005,1.71244,0.0173268
TIC351803495,6761,98.88,1.74,0.69,0.0265,0.0105,1.63439,0.0224742
TIC351804260,5316,85,0.92,0.07,0.0112,0.0009,1.30731,0.0225921
TIC351898154,5905,131,1.19,0.23,0.0139,0.0027,1.25545,0.0150858
TIC351908051,5747,64.53,1.24,0.26,0.0114,0.0024,0.986417,0.0170754
TIC351909600,5217,50.31,0.81,0.05,0.0073,0.0005,0.966426,0.03222
TIC351909828,5770,68.34,0.96,0.13,0.0078,0.0011,0.877122,0.0216997
TIC351910733,5594,75,0.93,0.13,0.0127,0.0018,1.46897,0.01831
TIC352007758,5123,100,0.82,0.05,0.0244,0.0015,3.20372,0.0180183
TIC352011765,4422,43.62,0.67,0.02,0.0111,0.0004,1.77935,0.031673
TIC352012975,5871,62.24,0.94,0.06,0.0168,0.0011,1.91768,0.0167877
TIC352013543,5620,55,1.41,0.05,0.0064,0.0005,0.487243,0.0301566
TIC352013607,5982,167,0.88,0.26,0.0049,0.0015,0.600137,0.0283503
TIC352682207,4960,36,0.83,0.01,0.0433,0.0006,5.60499,0.0311275
TIC353475866,3499,70,0.46,0.01,0.1388,0.003,32.4443,0.0409149
TIC354944123,3901,69,0.6,0.01,0.0905,0.0015,16.2259,0.0268071
TIC355867695,4227,85,0.67,0.01,0.0845,0.0013,13.5585,0.0293903
TIC360022783,6014,221.13,1.13,0.38,0.0095,0.0032,0.908228,0.0308404
TIC360023124,5506,166,0.79,0.18,0.0093,0.0021,1.26663,0.024753
TIC360023295,6002,71,1.08,0.17,0.0094,0.0015,0.933309,0.023632
TIC362249359,3920,160,0.6,0.02,0.1336,0.0045,23.9434,0.0238187
TIC363444743,4326,128,0.55,0.05,0.0197,0.0018,3.85616,0.0484959
TIC363445121,4916,37,0.72,0.01,0.0608,0.0009,9.08318,0.0504275
TIC363478257,4403,95.55,0.62,0.03,0.0227,0.0011,3.9304,0.0379436
TIC363479723,5698,45,0.78,0.09,0.021,0.0024,2.89216,0.0370844
TIC363573185,5620,70,0.98,0.08,0.0332,0.0027,3.64323,0.0411738
TIC366411016,5306,45,0.72,0.01,0.0327,0.0005,4.87598,0.0412297
TIC366528389,5608,91,1.07,0.02,0.0273,0.0006,2.74245,0.0401933
TIC366631954,5170,100,0.79,0.01,0.0472,0.0007,6.43038,0.0515848
TIC366696612,5131,69,0.68,0.06,0.0126,0.0011,1.9959,0.0369068
TIC36724087,3358,92,0.38,0.01,0.1607,0.0042,45.4644,0.0826889
TIC368287008,3194,56,0.33,0.01,0.0647,0.002,21.093,0.0500165
TIC368435330,5987,64,1.04,0.01,0.1172,0.0013,12.1158,0.0572883
TIC371188886,5611,85,1.13,0.04,0.0595,0.0021,5.6623,0.0243431
TIC372172128,5634,31,1.04,0.02,0.0369,0.0008,3.81833,0.0296753
TIC374180079,4285,49,0.7,0.02,0.0838,0.0024,12.865,0.0588243
TIC374339566,3420,18,0.36,0.01,0.1076,0.003,32.1414,0.0851176
TIC376879419,3499,70,0.44,0.04,0.0398,0.0036,9.7297,0.0751656
TIC376936928,3695,32,0.45,0.01,0.0601,0.0013,14.3638,0.0312634
TIC377064495,5372,70,0.84,0.01,0.0908,0.0012,11.6268,0.0668703
TIC377171980,5960,52,1.61,0.04,0.031,0.001,2.06877,0.0414771
TIC377259959,6059,62,1.13,0.03,0.0249,0.0008,2.37321,0.0459932
TIC377730967,5436,81,0.89,0.1,0.0133,0.0015,1.60677,0.0207564
TIC377780790,5708,28,1.06,0.01,0.0529,0.0005,5.36185,0.0233009
TIC377781254,5796,74.44,0.98,0.16,0.0122,0.002,1.34359,0.0165507
TIC377782148,6015,28.29,1.13,0,0.0141,0.0001,1.34629,0.012853
TIC377782184,5913,83.3,1.04,0.25,0.0081,0.002,0.838437,0.018592
TIC377782363,5588,200,0.82,0.41,0.0101,0.005,1.32147,0.024628
TIC377782430,5743,69.68,0.93,0.12,0.0082,0.0027,0.9432552,0.2887092
TIC377908774,6020,108,1.08,0.18,0.0177,0.003,1.76131,0.0174108
TIC377909730,4731,100,0.69,0.04,0.0146,0.0009,2.2721,0.0274817
TIC377915758,6177,146.3,1.24,0.46,0.0119,0.0044,1.03091,0.0250119
TIC378012771,5635,166.04,0.93,0.16,0.0075,0.0013,0.863893,0.0352199
TIC378013798,5261,180.72,0.8,0.06,0.0075,0.0006,1.00482,0.032173
TIC378085037,4984,52.11,0.73,0.03,0.0128,0.0006,1.87916,0.0269184
TIC378086008,5976,247.56,1.08,0.28,0.0121,0.0032,1.20931,0.0188219
TIC378086390,5518,122.7,0.88,0.1,0.007,0.0009,0.856861,0.0375051
TIC378087161,4821,76,0.79,0.03,0.0145,0.0006,1.97034,0.032467
TIC378087276,6282,200,1.11,0.5,0.0074,0.0033,0.716333,0.0247072
TIC378160351,6031,200,0.95,0.47,0.0104,0.0051,1.1718,0.0211921
TIC380583651,5053,103,0.63,0.04,0.0133,0.0009,2.26274,0.0418374
TIC38064757,3930,375,0.57,0.12,0.026,0.0055,4.89899,0.0398059
TIC38114658,4870,60,0.74,0.04,0.0169,0.001,2.45137,0.0710901
TIC38129680,5312,82,0.73,0.08,0.0134,0.0015,1.97291,0.0502622
TIC38200266,5213,336,0.84,0.12,0.1218,0.0175,15.5932,0.275799
TIC38258419,4746,96,0.68,0.09,0.0373,0.0049,5.90092,0.0435691
TIC38337202,3360,87.24,0.33,0.03,0.0461,0.0042,15.0242,0.044918
TIC383390264,6200,100,1.19,0.06,0.105,0.0053,9.48625,0.0239105
TIC38354061,5922,76,1.06,0.07,0.0363,0.0024,3.68643,0.0344589
TIC388804061,3457,39,0.41,0.04,0.1002,0.0098,26.2686,0.0545906
TIC388811663,4349,50,0.68,0.05,0.0577,0.0043,9.12809,0.076856
TIC390651552,3340,54,0.33,0.01,0.38,0.0115,123.821,0.0623236
TIC392817207,3752,57,0.51,0.01,0.0346,0.0008,7.28967,0.0849693
TIC392852196,3710,118,0.55,0.02,0.0431,0.0016,8.42309,0.0390194
TIC394174221,6174,70.4,1.51,0.2,0.0119,0.0016,0.847678,0.0178469
TIC394174412,5806,100.39,1.01,0.25,0.0099,0.0025,1.05753,0.0342561
TIC394175334,6122,192,1,0.31,0.0051,0.0016,0.548579,0.0308518
TIC394176812,6176,82.26,1.3,0.54,0.0125,0.0052,1.03682,0.0135134
TIC394179552,6085,182,0.97,0.3,0.0061,0.0019,0.67096,0.0250075
TIC394357918,3238,48,0.23,0.02,0.0308,0.0027,14.3881,0.0666086
TIC396562848,3381,54,0.25,0.01,0.1275,0.0051,54.8329,0.0328048
TIC396972464,5672,63,1.12,0.01,0.0316,0.0007,3.0362,0.0574438
TIC39699648,6046,50,1.31,0.01,0.1222,0.001,10.0264,0.0363218
TIC397022282,4899,78,0.73,0.02,0.0214,0.0006,3.15843,0.0287915
TIC397056271,3845,37,0.53,0.01,0.0343,0.0007,6.95835,0.0440573
TIC39926974,3214,60,0.29,0.03,0.0427,0.0044,15.8456,0.0799362
TIC39928614,4127,190,0.49,0.07,0.0251,0.0036,5.50581,0.0476985
TIC399794186,5926,95.26,1.09,0.27,0.0081,0.002,0.800307,0.0223586
TIC399794329,5498,54,0.95,0.12,0.0094,0.0012,1.06573,0.0321353
TIC399819857,5259,97.24,0.81,0.05,0.0032,0.0003,0.429857,0.0249129
TIC399821807,4806,144,0.73,0.05,0.0106,0.0007,1.55423,0.0286877
TIC399821831,4922,169,0.82,0.06,0.0103,0.0008,1.34842,0.028139
TIC399822422,4321,100,0.55,0.02,0.0319,0.0012,6.23202,0.0135332
TIC399825554,4075,0,0.52,0,0.0149,0.0001,3.08128,0.0230525
TIC399825584,5820,71.05,1.31,0.29,0.0131,0.0029,1.07512,0.0139118
TIC399826741,5047,40.17,3.38,0.3,0.0278,0.0025,0.884313,0.0122722
TIC399860218,4984,100,0.64,0.03,0.014,0.0007,2.35187,0.0170167
TIC399911496,5579,69.45,0.91,0.11,0.0073,0.0009,0.858834,0.0298233
TIC399912169,5120,200,0.73,0.26,0.008,0.0029,1.1822,0.0337497
TIC399913391,6807,117.84,1.84,0.69,0.0181,0.0068,1.05624,0.0217238
TIC399951202,6092,106.14,1.15,0.31,0.0077,0.0021,0.72188,0.0134309
TIC399951991,5779,74,0.98,0.09,0.0225,0.0021,2.46563,0.0217446
TIC399953616,5747,83.75,0.94,0.11,0.0071,0.0009,0.806839,0.0262997
TIC399953998,6210,71.25,1.38,0.29,0.025,0.0053,1.94973,0.0296396
TIC399954349,4974,46,0.82,0.02,0.0494,0.0012,6.47831,0.0190606
TIC399954605,5311,175,0.79,0.13,0.0073,0.0012,0.994354,0.0346379
TIC399956098,4967,56.4,0.76,0.03,0.0075,0.0004,1.06285,0.0366297
TIC402287746,4006,133,0.43,0.05,0.026,0.003,6.49946,0.0516049
TIC402314147,6293,338,1.36,0.41,0.0308,0.0093,2.43694,0.049706
TIC403224672,5978,50,1.1,0.01,0.2125,0.002,20.7663,0.0424417
TIC404421005,5741,65,0.97,0.02,0.0795,0.0017,8.81151,0.0539824
TIC405685914,5582,62.16,0.92,0.13,0.0096,0.0014,1.11804,0.0288938
TIC405686888,5677,66.16,0.94,0.13,0.0109,0.0015,1.24492,0.0178904
TIC405717552,6106,72.75,1.44,0.23,0.029,0.0046,2.16754,0.0236039
TIC405719252,5491,66.16,0.88,0.09,0.0086,0.0009,1.04803,0.0269172
TIC405719448,5298,54.24,0.83,0.06,0.0087,0.0007,1.12379,0.02777
TIC405719849,5860,67.09,1.08,0.33,0.0079,0.0024,0.789644,0.0213502
TIC406948151,5432,44.83,0.88,0,0.0105,0.0002,1.28713,0.0231895
TIC406950324,6302,69.67,1.35,0.23,0.0259,0.0044,2.06049,0.0197122
TIC406951266,5446,83.15,0.86,0.1,0.0124,0.0014,1.54633,0.0195615
TIC406952542,5612,116.01,0.91,0.12,0.0122,0.0016,1.43559,0.0174101
TIC407001589,3844,157,0.63,0.02,0.0172,0.0006,2.9307,0.0296083
TIC407001624,5496,71.37,0.9,0.12,0.0145,0.0019,1.7313,0.0162421
TIC407002705,4897,52.49,0.74,0.03,0.0082,0.0004,1.19793,0.032275
TIC408618999,5807,46,1.15,0.08,0.1199,0.0084,11.2138,0.0402504
TIC408636441,4065,51,0.6,0.02,0.1391,0.0046,24.9302,0.0261687
TIC413248763,3505,51,0.34,0.02,0.3348,0.0197,105.883,0.0568648
TIC416265126,5522,102.65,0.87,0.1,0.0131,0.0015,1.61619,0.0171888
TIC416266465,6050,74.56,1.21,0.13,0.0136,0.0015,1.20905,0.0128662
TIC416266820,5746,59.48,1.02,0.13,0.012,0.0015,1.26745,0.0168886
TIC416267321,6267,109.7,1.32,0.62,0.0116,0.0055,0.948053,0.021837
TIC416279965,4726,60.73,0.71,0.03,0.0182,0.0009,2.75616,0.0791705
TIC416281238,4132,122,0.73,0,0.0161,0.0002,2.36958,0.030471
TIC416281317,5722,108.69,0.95,0.16,0.0097,0.0016,1.09459,0.021299
TIC416281986,5393,102.27,0.81,0.08,0.0029,0.0004,0.379237,0.0308073
